SN,Date,Venue,City,State,Country,Set 1,Set 2,Set 3,Encore,Show Number
1646,4/5/93,Nassau Veterans Memorial Coliseum,Uniondale,NY,US,"Touch Of Grey, Greatest Story Ever Told, Lazy River Road, Just Like Tom Thumbs Blues, Black Throated Wind, Tennessee Jed, The Music Never Stopped, Deal","I Fought The Law, Way To Go Home, Corrina, Hes Gone, Drums, I Need A Miracle, Wharf Rat, Gloria",No Set 3,U.S. Blues,1
1647,5/14/93,Sam Boyd Silver Bowl,Las Vegas,NV,US,"Cold Rain And Snow> , Wang Dang Doodle, Lazy River Road, Queen Jane Approximately, Ramble On Rose, Black Throated Wind, Liberty","Scarlet Begonias> , Fire On The Mountain, Way To Go Home, Corrina> , Uncle Johns Band> , Drums> , Space> , I Need A Miracle> , Standing On The Moon> , Sugar Magnolia",No Set 3,I Fought The Law,1
1648,5/15/93,Sam Boyd Silver Bowl,Las Vegas,NV,US,"Picasso Moon, Peggy O, The Same Thing, Tennessee Jed, Broken Arrow, Bird Song","Here Comes Sunshine, Playing In The Band, Crazy Fingers, Playing In The Band, Drums, All Along The Watchtower, Days Between, One More Saturday Night",No Set 3,Lucy In The Sky With Diamonds,1
1649,5/16/93,Sam Boyd Silver Bowl,Las Vegas,NV,US,"Touch Of Grey, Walkin Blues, Althea, When I Paint My Masterpiece, Row Jimmy, Cassidy","Samson And Delilah, Help On The Way, Slipknot!, Franklins Tower, Looks Like Rain, Terrapin Station, Drums, The Other One, Wharf Rat, Throwing Stones, Turn On Your Lovelight",No Set 3,Brokedown Palace,1
1650,5/21/93,Shoreline Amphitheatre,Mountain View,CA,US,"Let The Good Times Roll, Feel Like A Stranger, Friend Of The Devil, Me And My Uncle, Big River, West L.A. Fadeaway, Eternity, Liberty","China Cat Sunflower, I Know You Rider, Way To Go Home, Estimated Prophet, Hes Gone, Drums, All Along The Watchtower, Morning Dew",No Set 3,"Baba Oriley, Tomorrow Never Knows",1
1651,5/22/93,Shoreline Amphitheatre,Mountain View,CA,US,"Mississippi Half Step Uptown Toodeloo, Little Red Rooster, Brown Eyed Women, Broken Arrow, Supplication, Stagger Lee, The Promised Land","Foolish Heart, Man Smart (Woman Smarter), Ship Of Fools, Corrina, Drums, The Last Time, Stella Blue, One More Saturday Night",No Set 3,I Fought The Law,1
1652,5/23/93,Shoreline Amphitheatre,Mountain View,CA,US,"Jack Straw, Loser, Just Like Tom Thumbs Blues, Its All Over Now, Bird Song, The Music Never Stopped","Iko Iko, Wave To The Wind, Saint Of Circumstance, Terrapin Station, Drums, I Need A Miracle, Days Between, Not Fade Away",No Set 3,Lucy In The Sky With Diamonds,1
1653,5/25/93,Cal Expo Amphitheatre,Sacramento,CA,US,"Bertha, Greatest Story Ever Told, Jack A Roe, Wang Dang Doodle, Loose Lucy, Queen Jane Approximately, Lazy River Road, Let It Grow, Dont Ease Me In","Eyes Of The World, Looks Like Rain, Way To Go Home, Truckin, Drums, The Wheel, Throwing Stones, Goin Down The Road Feeling Bad, Johnny B. Goode",No Set 3,Rain,1
1654,5/27/93,Cal Expo Amphitheatre,Sacramento,CA,US,"Shakedown Street, The Same Thing, Dire Wolf, Beat It On Down The Line, High Time, When I Paint My Masterpiece, Cumberland Blues, The Promised Land","Picasso Moon, Fire On The Mountain, Wave To The Wind, Cassidy, Uncle Johns Band, Cassidy, Drums, The Other One, Wharf Rat, Sugar Magnolia",No Set 3,Gloria,1
1655,6/5/93,Giants Stadium,East Rutherford,NJ,US,"Hell In A Bucket> , Sugaree, Wang Dang Doodle, Peggy O, Eternity, Candyman, The Music Never Stopped> , Easy Answers> , The Music Never Stopped","Scarlet Begonias> , Fire On The Mountain, Way To Go Home, Crazy Fingers> , Estimated Prophet> , Drums> , Space> , The Other One> , Stella Blue> , One More Saturday Night",No Set 3,Box Of Rain,1
1656,6/6/93,Giants Stadium,East Rutherford,NJ,US,"Here Comes Sunshine, New Minglewood Blues, Ramble On Rose, Broken Arrow, When I Paint My Masterpiece, Lazy River Road, Let It Grow","Bertha, Good Lovin, Uncle Johns Band, Playing In The Band, Drums, Corrina, Attics Of My Life, Throwing Stones, Not Fade Away",No Set 3,Liberty,1
1657,6/8/93,The Palace,Auburn Hills,MI,US,"Picasso Moon, Althea, Queen Jane Approximately, It Must Have Been The Roses, Its All Over Now, Bird Song","Truckin, New Speedway Boogie, That Would Be Something, Way To Go Home, Saint Of Circumstance, Hes Gone, Drums, The Last Time, Standing On The Moon, Turn On Your Lovelight",No Set 3,I Fought The Law,1
1658,6/9/93,The Palace,Auburn Hills,MI,US,"Help On The Way, Slipknot!, Franklins Tower, Little Red Rooster, Loose Lucy, Easy Answers, Bertha","China Cat Sunflower, I Know You Rider, Man Smart (Woman Smarter), Wave To The Wind, Terrapin Station, Drums, I Need A Miracle, Wharf Rat, Around And Around",No Set 3,Liberty,1
1659,6/11/93,Buckeye Lake Music Center,Hebron,OH,US,"Jack Straw, Foolish Heart, The Same Thing, Lazy River Road, Just Like Tom Thumbs Blues, When I Paint My Masterpiece, So Many Roads, The Promised Land","Eyes Of The World, Playing In The Band, Uncle Johns Band, Corrina, Drums, The Wheel, All Along The Watchtower, Black Peter, Sugar Magnolia",No Set 3,Brokedown Palace,1
1660,6/13/93,Rich Stadium,Orchard Park,NY,US,"Touch Of Grey, New Minglewood Blues, Loser, Me And My Uncle, Mexicali Blues, Broken Arrow, Tennessee Jed, Cassidy, Deal","Samson And Delilah, Lazy River Road, Looks Like Rain, Way To Go Home, Truckin, Drums, The Other One, Days Between, Johnny B. Goode",No Set 3,I Fought The Law,1
1661,6/15/93,Freedom Hall,Louisville,KY,US,"Feel Like A Stranger, Althea, Wang Dang Doodle, Friend Of The Devil, Desolation Row, Dont Ease Me In","Victim Or The Crime, Crazy Fingers, Estimated Prophet, Spoonful, Hes Gone, Drums, The Last Time, Morning Dew",No Set 3,Gloria,1
1662,6/16/93,Freedom Hall,Louisville,KY,US,"Cold Rain And Snow, The Same Thing, Peggy O, Just Like Tom Thumbs Blues, Ramble On Rose, Eternity, Brown Eyed Women, Easy Answers, Dont Ease Me In","Foolish Heart, Saint Of Circumstance, Lazy River Road, Corrina, Drums, I Need A Miracle, Stella Blue, Good Lovin",No Set 3,I Fought The Law,1
1663,6/18/93,Soldier Field,Chicago,IL,US,"Hell In A Bucket, Sugaree, Walkin Blues, Stagger Lee, Queen Jane Approximately, Row Jimmy, The Music Never Stopped","Box Of Rain, Iko Iko, Playing In The Band, Uncle Johns Band, Drums, All Along The Watchtower, China Doll, Turn On Your Lovelight",No Set 3,Liberty,1
1664,6/19/93,Soldier Field,Chicago,IL,US,"Touch Of Grey, Little Red Rooster, Lazy River Road, Me And My Uncle, Maggies Farm, Broken Arrow, Deal","China Cat Sunflower, I Know You Rider, Way To Go Home, Truckin, Smokestack Lightnin, Drums, The Other One, Standing On The Moon, Throwing Stones, One More Saturday Night",No Set 3,Rain,1
1665,6/21/93,Deer Creek Music Center,Noblesville,IN,US,"Jack Straw> , Friend Of The Devil, Spoonful, Jack A Roe, Black Throated Wind, Loose Lucy, Eternity, So Many Roads, The Promised Land","Scarlet Begonias> , Fire On The Mountain, Man Smart (Woman Smarter), Ship Of Fools, Corrina> , Drums> , Space> , The Last Time> , Black Peter> , Around And Around",No Set 3,I Fought The Law,1
1666,6/22/93,Deer Creek Music Center,Noblesville,IN,US,"Help On The Way, Slipknot!, Franklins Tower, Wang Dang Doodle, High Time, Its All Over Now, Just Like Tom Thumbs Blues, Tennessee Jed, Picasso Moon","Victim Or The Crime, Crazy Fingers, Looks Like Rain, Hes Gone, Drums, I Need A Miracle, Days Between, Johnny B. Goode",No Set 3,Liberty,1
1667,6/23/93,Deer Creek Music Center,Noblesville,IN,US,"Let The Good Times Roll, Hell In A Bucket, Lazy River Road, Stuck Inside A Mobile With The Memphis Blues Again, Loser, Broken Arrow, Easy Answers","Samson And Delilah, Way To Go Home, Wave To The Wind, Terrapin Station, Drums, Dark Star, The Wheel, Good Lovin",No Set 3,Lucy In The Sky With Diamonds,1
1668,6/25/93,Robert F. Kennedy Stadium,"Washington, D.C.",DC,US,"Mississippi Half Step Uptown Toodeloo, Little Red Rooster, Just Like Tom Thumbs Blues, Althea, Cassidy, Cumberland Blues, The Promised Land","China Cat Sunflower, I Know You Rider, Saint Of Circumstance, Uncle Johns Band, Corrina, Drums, I Need A Miracle, Wharf Rat, Sugar Magnolia, The Weight",No Set 3,No Encore,1
1669,6/26/93,Robert F. Kennedy Stadium,"Washington, D.C.",DC,US,"Feel Like A Stranger, Brown Eyed Women, Spoonful, Lazy River Road, When I Paint My Masterpiece, Bird Song, Picasso Moon","Iko Iko, Way To Go Home, Playing In The Band, Terrapin Station, Drums, The Last Time, Days Between, Throwing Stones, One More Saturday Night",No Set 3,Liberty,1
1670,8/21/93,Autzen Stadium,Eugene,OR,US,"Here Comes Sunshine, Walkin Blues, Lazy River Road, Queen Jane Approximately, Bird Song, The Promised Land","China Cat Sunflower, I Know You Rider, Way To Go Home, Truckin, Good Morning Little Schoolgirl, Smokestack Lightnin, Drums, The Last Time, Standing On The Moon, One More Saturday Night",No Set 3,I Fought The Law,1
1671,8/22/93,Autzen Stadium,Eugene,OR,US,"Jack Straw, Bertha, Little Red Rooster, Broken Arrow, Althea, When I Paint My Masterpiece, Tennessee Jed, The Music Never Stopped","Help On The Way, Slipknot!, Franklins Tower, Samson And Delilah, Ship Of Fools, Corrina, Drums, The Wheel, I Need A Miracle, Days Between, Not Fade Away",No Set 3,Liberty,1
1672,8/25/93,Shoreline Amphitheatre,Mountain View,CA,US,"Touch Of Grey, Greatest Story Ever Told, Peggy O, The Same Thing, Friend Of The Devil, Easy Answers, So Many Roads, The Promised Land","Scarlet Begonias> , Fire On The Mountain, Estimated Prophet> , Terrapin Station> , Drums> , Space> , All Along The Watchtower> , Attics Of My Life> , Sugar Magnolia",No Set 3,Lucy In The Sky With Diamonds,1
1673,8/26/93,Shoreline Amphitheatre,Mountain View,CA,US,"Hell In A Bucket, Bertha, Wang Dang Doodle, Candyman, Just Like Tom Thumbs Blues, Let It Grow, Dont Ease Me In","Crazy Fingers, Saint Of Circumstance, Way To Go Home, Hes Gone, Drums, The Other One, Stella Blue, Around And Around",No Set 3,Rain,1
1674,8/27/93,Shoreline Amphitheatre,Mountain View,CA,US,"Mississippi Half Step Uptown Toodeloo, New Minglewood Blues, Lazy River Road, Broken Arrow, Loose Lucy, Johnny B. Goode","Iko Iko, Wave To The Wind, Playing In The Band, Uncle Johns Band, Corrina, Drums, I Need A Miracle, Days Between, Throwing Stones, Turn On Your Lovelight",No Set 3,I Fought The Law,1
1675,9/8/93,Richfield Coliseum,Richfield,OH,US,"Feel Like A Stranger, Peggy O, Wang Dang Doodle, Brown Eyed Women, When I Paint My Masterpiece, Liberty, Johnny B. Goode","Foolish Heart, Estimated Prophet, Eyes Of The World, Drums, I Need A Miracle, Black Peter, Sugar Magnolia",No Set 3,The Weight,1
1676,9/9/93,Richfield Coliseum,Richfield,OH,US,"Here Comes Sunshine, Spoonful, Stagger Lee, Queen Jane Approximately, Tennessee Jed, Easy Answers, Dont Ease Me In","Victim Or The Crime, Crazy Fingers, Saint Of Circumstance, Terrapin Station, Drums, The Last Time, Morning Dew",No Set 3,I Fought The Law,1
1677,9/10/93,Richfield Coliseum,Richfield,OH,US,"Jack Straw, They Love Each Other, Little Red Rooster, Just Like Tom Thumbs Blues, Ramble On Rose, Black Throated Wind, Bertha","China Cat Sunflower, I Know You Rider, Way To Go Home, Corrina, Uncle Johns Band, Drums, The Wheel, All Along The Watchtower, Attics Of My Life, Not Fade Away",No Set 3,U.S. Blues,1
1678,9/12/93,The Spectrum,Philadelphia,PA,US,"Touch Of Grey, Walkin Blues, Loser, Desolation Row, Cumberland Blues, Eternity, Loose Lucy, Picasso Moon","Samson And Delilah, Lazy River Road, Truckin, Hes Gone, Drums, The Other One, Stella Blue, Throwing Stones, Turn On Your Lovelight",No Set 3,Knockin On Heavens Door,1
1679,9/13/93,The Spectrum,Philadelphia,PA,US,"Hell In A Bucket, Jack A Roe, The Same Thing, Stagger Lee, Black Throated Wind, Dire Wolf, Let It Grow","Scarlet Begonias> , Fire On The Mountain> , Playing In The Band> , Dark Star> , Terrapin Station> , Drums> , Space> , Easy Answers> , Days Between> , Good Lovin",No Set 3,I Fought The Law,1
1680,9/14/93,The Spectrum,Philadelphia,PA,US,"Help On The Way, Slipknot!, Franklins Tower, New Minglewood Blues, Broken Arrow, Brown Eyed Women, When I Paint My Masterpiece, Bird Song","Iko Iko, Looks Like Rain, Way To Go Home, Crazy Fingers, Corrina, Drums, The Last Time, Wharf Rat, Sugar Magnolia",No Set 3,Brokedown Palace,1
1681,9/16/93,Madison Square Garden,New York,NY,US,"Rain, Shakedown Street, Wang Dang Doodle, Cold Rain And Snow, Queen Jane Approximately, Althea, Eternity, Dont Ease Me In","China Cat Sunflower, I Know You Rider, Estimated Prophet, Eyes Of The World, Drums, Way To Go Home, Days Between, Throwing Stones, Not Fade Away",No Set 3,Liberty,1
1682,9/17/93,Madison Square Garden,New York,NY,US,"Jack Straw, Sugaree, Walkin Blues, Ramble On Rose, Just Like Tom Thumbs Blues, Easy Answers, Lazy River Road, The Promised Land","Foolish Heart, Man Smart (Woman Smarter), Ship Of Fools, Saint Of Circumstance, Drums, I Need A Miracle, That Would Be Something, Standing On The Moon, Turn On Your Lovelight",No Set 3,I Fought The Law,1
1683,9/18/93,Madison Square Garden,New York,NY,US,"Mississippi Half Step Uptown Toodeloo, Little Red Rooster, Althea, When I Paint My Masterpiece, Brown Eyed Women, Cassidy, Loose Lucy","Iko Iko, Victim Or The Crime, Uncle Johns Band, Corrina, Drums, The Wheel, All Along The Watchtower, China Doll, One More Saturday Night",No Set 3,Gloria,1
1684,9/20/93,Madison Square Garden,New York,NY,US,"Touch Of Grey, Greatest Story Ever Told, Row Jimmy, The Race Is On, Dire Wolf, Stuck Inside A Mobile With The Memphis Blues Again, Lazy River Road, Johnny B. Goode","Samson And Delilah, So Many Roads, Truckin, Hes Gone, Drums, The Other One, Goin Down The Road Feeling Bad, Morning Dew",No Set 3,"Baba Oriley, Tomorrow Never Knows",1
1685,9/21/93,Madison Square Garden,New York,NY,US,"Hell In A Bucket, Bertha, The Same Thing, Peggy O, Broken Arrow, Tennessee Jed, The Music Never Stopped","Here Comes Sunshine, Way To Go Home, Playing In The Band, Terrapin Station, Drums, The Last Time, Stella Blue, Sugar Magnolia",No Set 3,The Weight,1
1686,9/22/93,Madison Square Garden,New York,NY,US,"Help On The Way, Slipknot!, Franklins Tower, New Minglewood Blues, Ramble On Rose, When I Paint My Masterpiece, Bird Song","Easy Answers, Lazy River Road, Estimated Prophet, Dark Star, Drums, Wharf Rat, Throwing Stones, Turn On Your Lovelight",No Set 3,I Fought The Law,1
1687,9/24/93,Boston Garden,Boston,MA,US,"Feel Like A Stranger, Jack A Roe, Little Red Rooster, Stagger Lee, Queen Jane Approximately, Loose Lucy, Picasso Moon","Scarlet Begonias> , Fire On The Mountain, Man Smart (Woman Smarter), Way To Go Home, Hes Gone> , Drums> , Space> , The Last Time> , Days Between> , Around And Around",No Set 3,Liberty,1
1688,9/25/93,Boston Garden,Boston,MA,US,"Cold Rain And Snow, Wang Dang Doodle, Loser, Its All Over Now, Just Like Tom Thumbs Blues, Cassidy, Deal","Foolish Heart, Box Of Rain, Crazy Fingers, Corrina, Drums, The Wheel, All Along The Watchtower, Black Peter, One More Saturday Night",No Set 3,I Fought The Law,1
1689,9/26/93,Boston Garden,Boston,MA,US,"Jack Straw, Althea, Walkin Blues, High Time, Me And My Uncle, Maggies Farm, Lazy River Road, Easy Answers, Dont Ease Me In","Iko Iko, Saint Of Circumstance, Ship Of Fools, Truckin, Drums, I Need A Miracle, Standing On The Moon",No Set 3,Rain,1
1690,9/28/93,Boston Garden,Boston,MA,US,"Touch Of Grey, Greatest Story Ever Told, Row Jimmy, New Minglewood Blues, So Many Roads, When I Paint My Masterpiece, Bird Song","China Cat Sunflower, I Know You Rider, Samson And Delilah, Uncle Johns Band, Playing In The Band, Drums, Attics Of My Life, Throwing Stones, Good Lovin",No Set 3,U.S. Blues,1
1691,9/29/93,Boston Garden,Boston,MA,US,"Hell In A Bucket, Sugaree, The Same Thing, Loose Lucy, Black Throated Wind, Dire Wolf, Eternity, Tennessee Jed","Eyes Of The World, Looks Like Rain, Way To Go Home, Terrapin Station, Drums, Playing In The Band, Stella Blue, Sugar Magnolia",No Set 3,Liberty,1
1692,9/30/93,Boston Garden,Boston,MA,US,"Here Comes Sunshine, Spoonful, Candyman, El Paso, Broken Arrow, Stagger Lee, Easy Answers, Dont Ease Me In","Lucy In The Sky With Diamonds, Wave To The Wind, Crazy Fingers, Estimated Prophet, Hes Gone, Drums, The Other One, Wharf Rat, Not Fade Away",No Set 3,Brokedown Palace,1
1693,12/8/93,Los Angeles Sports Arena,Los Angeles,CA,US,"Rain, Let The Good Times Roll, Im A King Bee, Stagger Lee, Me And My Uncle, Mexicali Blues, Lazy River Road, When I Paint My Masterpiece, Row Jimmy, Picasso Moon","Iko Iko, Way To Go Home, Playing In The Band, Uncle Johns Band, Drums, The Last Time, Morning Dew, Sugar Magnolia",No Set 3,I Fought The Law,1
1694,12/9/93,Los Angeles Sports Arena,Los Angeles,CA,US,"Touch Of Grey, Wang Dang Doodle, Peggy O, Queen Jane Approximately, Broken Arrow, Loose Lucy, Easy Answers, Dont Ease Me In","China Cat Sunflower, I Know You Rider, Estimated Prophet, Wave To The Wind, Hes Gone, Drums, The Other One, Wharf Rat, Turn On Your Lovelight",No Set 3,Liberty,1
1695,12/10/93,Los Angeles Sports Arena,Los Angeles,CA,US,"Hell In A Bucket, Sugaree, Loser, Little Red Rooster, So Many Roads, Just Like Tom Thumbs Blues, Eternity, Bertha","Scarlet Begonias> , Fire On The Mountain, Corrina> , Terrapin Station> , Drums> , Space> , I Need A Miracle> , Standing On The Moon> , Not Fade Away",No Set 3,Brokedown Palace,1
1696,12/12/93,San Diego Sports Arena,San Diego,CA,US,"Cold Rain And Snow, New Minglewood Blues, Friend Of The Devil, Black Throated Wind, Althea, Beat It On Down The Line, Bird Song, The Promised Land","Shakedown Street, Samson And Delilah, Ship Of Fools, Truckin, Nobodys Fault But Mine, That Would Be Something, Drums, The Wheel, All Along The Watchtower, Stella Blue, Around And Around",No Set 3,I Fought The Law,1
1697,12/13/93,San Diego Sports Arena,San Diego,CA,US,"Feel Like A Stranger, Ramble On Rose, The Same Thing, Brown Eyed Women, Broken Arrow, Easy Answers, Mississippi Half Step Uptown Toodeloo","Lucy In The Sky With Diamonds, Man Smart (Woman Smarter), Way To Go Home, Eyes Of The World, Drums, The Last Time, Days Between, Throwing Stones",No Set 3,Liberty,1
1698,12/17/93,Oakland Coliseum Arena,Oakland,CA,US,"Here Comes Sunshine, Walkin Blues, Jack A Roe, Desolation Row, Ramble On Rose, Broken Arrow, Lazy River Road, The Music Never Stopped","Help On The Way, Slipknot!, Franklins Tower, Saint Of Circumstance, Crazy Fingers, Corrina, Drums, The Last Time, Attics Of My Life, Good Lovin",No Set 3,I Fought The Law,1
1699,12/18/93,Oakland Coliseum Arena,Oakland,CA,US,"Jack Straw, They Love Each Other, Spoonful, Friend Of The Devil, When I Paint My Masterpiece, Tennessee Jed, Easy Answers, Deal","Way To Go Home, China Cat Sunflower, I Know You Rider, Playing In The Band, Uncle Johns Band, Drums, I Need A Miracle, Stella Blue, One More Saturday Night",No Set 3,Box Of Rain,1
1700,12/19/93,Oakland Coliseum Arena,Oakland,CA,US,"Bertha> , Wang Dang Doodle, Loose Lucy, Queen Jane Approximately, It Must Have Been The Roses, Its All Over Now, Bird Song> , The Promised Land","Scarlet Begonias> , Fire On The Mountain, Estimated Prophet> , So Many Roads> , Truckin> , Smokestack Lightnin> , Drums> , Space> , The Other One> , Days Between> , Sugar Magnolia",No Set 3,Brokedown Palace,1
